id,name,address
2974,Catskill Regional Medical Center - G Hermann Site,"8081 Route 97, Callicoon, NY, 12723"
2975,Margaretville Memorial Hospital,"42084 State Highway 28, Margaretville, NY, 12455"
2976,O'connor Hospital,"460 Andes Road, Delhi, NY, 13753"
2977,Moses-ludington Hospital,"1019 Wicker Street, Ticonderoga, NY, 12883"
2978,Clifton Fine Hospital,"1014 Oswegatchie Trail, Star Lake, NY, 13690"
2979,"River Hospital, Inc","4 Fuller Street, Alexandria Bay, NY, 13607"
2980,Ellenville Regional Hospital,"10 Healthy Way, Ellenville, NY, 12428"
2981,Little Falls Hospital,"140 Burwell Street, Little Falls, NY, 13365"
2982,"Delaware Valley Hospital, Inc","1 Titus Place, Walton, NY, 13856"
2983,"Schuyler Hospital, Inc","220 Steuben Street, Montour Falls, NY, 14865"
2984,Soldiers And Sailors Memorial Hospital Of Yates,"418 North Main Street, Penn Yan, NY, 14527"
2985,Gouverneur Hospital,"77 West Barney Street, Gouverneur, NY, 13642"
2986,"Community Memorial Hospital, Inc","150 Broad Street, Hamilton, NY, 13346"
2987,Lewis County General Hospital,"7785 North State Street, Lowville, NY, 13367"
2988,"Carthage Area Hospital, Inc","1001 West Street, Carthage, NY, 13619"
2989,Medina Memorial Hospital,"200 Ohio Street, Medina, NY, 14103"
2990,Blythedale Children's Hospital,"95 Bradhurst Avenue, Valhalla, NY, 10595"
2991,Carolinas Healthcare System Northeast,"920 Church St N, Concord, NC, 28025"
2992,Memorial Mission Hospital And Asheville Surgery Ce,"509 Biltmore Ave, Asheville, NC, 28801"
2993,Northern Hospital Of Surry County,"830 Rockford St, Mount Airy, NC, 27030"
2994,High Point Regional Hospital,"601 N Elm St, High Point, NC, 27261"
2995,Scotland Memorial Hospital,"500 Lauchwood Dr, Laurinburg, NC, 28352"
2996,Wayne Memorial Hospital,"2700 Wayne Memorial Dr, Goldsboro, NC, 27534"
2997,Rutherford Regional Medical Center,"288 South Ridgecrest Ave, Rutherfordton, NC, 28139"
2998,Novant Health Forsyth Medical Center,"3333 Silas Creek Parkway, Winston-salem, NC, 27103"
2999,Novant Health Rowan Medical Center,"612 Mocksville Ave, Salisbury, NC, 28144"
3000,Harris Regional Hospital,"68 Hospital Rd, Sylva, NC, 28779"
3001,Margaret R Pardee Memorial Hospital,"800 N Justice St, Hendersonville, NC, 28791"
3002,Central Carolina Hospital,"1135 Carthage St, Sanford, NC, 27330"
3003,Carolinas Healthcare System Cleveland,"201 E Grover St, Shelby, NC, 28150"
3004,Park Ridge Health,"100 Hospital Drive, Hendersonville, NC, 28792"
3005,Sampson Regional Medical Center,"607 Beaman St, Clinton, NC, 28328"
3006,Lenoir Memorial Hospital,"100 Airport Rd, Kinston, NC, 28501"
3007,Cape Fear Valley Medical Center,"1638 Owen Drive P O Box 2000, Fayetteville, NC, 28302"
3008,Duke University Hospital,"Po Box 3814 Dumc  Erwin Rd, Durham, NC, 27710"
3009,Caromont Regional Medical Center,"2525 Court Dr, Gastonia, NC, 28052"
3010,Carolinas Healthcare System Kings Mountain,"706 W King St, Kings Mountain, NC, 28086"
3011,Iredell Memorial Hospital Inc,"557 Brookdale Dr  P O Box 1828, Statesville, NC, 28677"
3012,Vidant Medical Center,"2100 Stantonsburg Rd, Greenville, NC, 27834"
3013,Caldwell Memorial Hospital,"321 Mulberry St Sw, Lenoir, NC, 28645"
3014,Onslow Memorial Hospital,"317 Western Boulevard, Jacksonville, NC, 28540"
3015,North Carolina Baptist Hospital,"Medical Center Boulevard, Winston-salem, NC, 27157"
3016,North Carolina Specialty Hospital,"3916 Ben Franklin Boulevard, Durham, NC, 27704"
3017,Southeastern Regional Medical Center,"300 W 27 St  Po Box 1408, Lumberton, NC, 28359"
3018,Watauga Medical Center,"336 Deerfield Road, Boone, NC, 28607"
3019,Novant Health Presbyterian Medical Center,"200 Hawthorne Lane Box 33549, Charlotte, NC, 28233"
3020,Morehead Memorial Hospital,"117 E Kings Highway, Eden, NC, 27288"
3021,University Of North Carolina Hospital,"101 Manning Drive, Chapel Hill, NC, 27514"
3022,Wilkes Regional Medical Center,"1370 West D St, North Wilkesboro, NC, 28659"
3023,Columbus Regional Healthcare System,"500 Jefferson St, Whiteville, NC, 28472"
3024,"Wakemed, Raleigh Campus","3000 New Bern Ave, Raleigh, NC, 27610"
3025,Alamance Regional Medical Center,"1240 Huffman Mill Rd, Burlington, NC, 27216"
3026,Betsy Johnson Regional  Hospital,"800 Tilghman Dr, Dunn, NC, 28334"
3027,Duke Health Raleigh Hospital,"3400 Wake Forest Rd, Raleigh, NC, 27609"
3028,Carolinas Healthcare System-blue Ridge,"2201 S Sterling St, Morganton, NC, 28655"
3029,Carolinas Health Care System Anson,"2301 Us Highway 74 West, Wadesboro, NC, 28170"
3030,Novant Health Thomasville Medical Center,"207 Old Lexington Rd Box 789, Thomasville, NC, 27360"
3031,The Mcdowell Hospital,"430 Rankin Drive P O Box 730, Marion, NC, 28752"
3032,Johnston Health,"509 Bright Leaf Blvd, Smithfield, NC, 27577"
3033,"Moses H Cone Memorial Hospital, The","1200 N Elm St, Greensboro, NC, 27401"
3034,Lexington Memorial Hospital Inc,"250 Hospital Drive Po Box 1817, Lexington, NC, 27293"
3035,Hugh Chatham Memorial Hospital,"180 Parkwood Dr, Elkin, NC, 28621"
3036,Carolinas Healthcare System Pineville,"10628 Park Rd, Charlotte, NC, 28210"
3037,Vidant Roanoke Chowan Hospital,"500 S Academy St, Ahoskie, NC, 27910"
3038,Sandhills Regional Medical Center,"1000 West Hamlet Avenue, Hamlet, NC, 28345"
3039,Vidant Edgecombe Hospital,"111 Hospital Dr, Tarboro, NC, 27886"
3040,Sentara Albemarle Medical Center,"1144 N Road St, Elizabeth City, NC, 27909"
3041,Carolinas Medical Center/behav Health,"1000 Blythe Blvd, Charlotte, NC, 28203"
3042,Rex Hospital,"4420 Lake Boone Trail, Raleigh, NC, 27607"
3043,Firsthealth Moore Regional Hospital,"155 Memorial Drive, Pinehurst, NC, 28374"
3044,Frye Regional Medical Center,"420 N Center St, Hickory, NC, 28601"
3045,Carolinas Healthcare System Stanly,"301 Yadkin St, Albemarle, NC, 28001"
3046,Vidant Duplin  Hospital,"401 N Main St, Kenansville, NC, 28349"
3047,Randolph Hospital,"364 White Oak Street, Asheboro, NC, 27204"
3048,Wilson Medical Center,"1705 S Tarboro St, Wilson, NC, 27893"
3049,Granville Health Systems,"College St Box 947, Oxford, NC, 27565"
3050,Lake Norman Regional Medical Center,"171 Fairview Road, Mooresville, NC, 28117"
3051,Carolinas Healthcare System Union,"600 Hospital Dr, Monroe, NC, 28110"
3052,Carolina East Medical Center,"2000 Neuse Blvd, New Bern, NC, 28560"
3053,Maria Parham Medical Center,"Po Box 59, Henderson, NC, 27536"
3054,Martin General Hospital,"310 S Mccaskey Rd P O Box 1128, Williamston, NC, 27892"
3055,New Hanover Regional Medical Center,"2131 S 17th St Box 9000, Wilmington, NC, 28402"
3056,Carteret General Hospital,"3500 Arendell St, Morehead City, NC, 28557"
3057,Catawba Valley Medical Center,"810 Fairgrove Church Rd, Hickory, NC, 28602"
3058,Davis Regional Medical Center,"218 Old Mocksbville Rd Po Box 1823, Statesville, NC, 28687"
3059,Carolinas Healthcare System Lincoln,"433 Mcalister Rd, Lincolnton, NC, 28092"
3060,Nash General Hospital,"2460 Curtis Ellis Drive, Rocky Mount, NC, 27804"
3061,Novant Health Medical Park Hospital,"1950 S Hawthorne Rd, Winston-salem, NC, 27103"
3062,Halifax Regional Medical Center Inc,"250 Smith Church Rd, Roanoke Rapids, NC, 27870"
3063,Duke Regional Hospital,"3643 N Roxboro Road, Durham, NC, 27704"
3064,Cherokee Indian Hospital Authority,"Caller Box C268, Cherokee, NC, 28719"
3065,Novant Health Brunswick Medical Center,"1 Medical Center Dr  Po Box 139, Supply, NC, 28462"
3066,Person Memorial Hospital,"615 Ridge Rd, Roxboro, NC, 27573"
3067,Carolinas Med Ctr-university,"8800 North Tyron Street, Charlotte, NC, 28262"
3068,Wilmington Treatment Center,"2520 Troy Drive, Wilmington, NC, 28401"
3069,Novant Health Matthews Medical Center,"1500 Matthews Twnshp Prkwy Box 3310, Matthews, NC, 28106"
3070,"Wakemed, Cary Hospital","1900 Kildare Farm Road, Cary, NC, 27518"
3071,Novant Health Huntersville Medical Center,"10030 Gilead Road, Huntersville, NC, 28078"
3072,Haywood Regional Medical Center,"262 Leroy George Drive, Clyde, NC, 28721"
3073,Vidant Beaufort Hospital,"628 E 12th St, Washington, NC, 27889"
3074,Davie Medical Center,"223 Hospital Street, Mocksville, NC, 27028"
3075,Cape Fear Valley Hoke Hospital,"210 Medical Pavilion Drive, Raeford, NC, 28376"
3076,Carolinas  Continuecare Hospital At University,"8800 North Tryon St 4th Floor, Charlotte, NC, 28217"
3077,Our Community Hospital,"921 Junior High Road, Scotland Neck, NC, 27874"
3078,Firsthealth Montgomery Memorial Hosp,"520 Allen Street, Troy, NC, 27371"
3079,Vidant Bertie  Hospital,"1403 South Kings Street, Windsor, NC, 27983"
3080,Swain County Hospital,"45 Plateau Street, Bryson City, NC, 28713"
3081,Pender Memorial Hospital,"507 E Fremont St, Burgaw, NC, 28425"
3082,Chatham Hospital Inc,"475 Progress Blvd, Siler City, NC, 27344"
3083,Washington County Hosp Inc,"958 Us Hwy 64 East, Plymouth, NC, 27962"
3084,Cape Fear Valley-bladen County Hospital,"501 South Poplar Street, Elizabethtown, NC, 28337"
3085,Highlands Cashiers Hospital Inc,"190 Hospital Drive, Highlands, NC, 28741"
3086,Lifebrite Community Hospital Of Stokes,"1570 Nc 8 & 89 Hwy North, Danbury, NC, 27016"
3087,Vidant Chowan Hospital,"211 Virginia Rd, Edenton, NC, 27932"
3088,"Transylvania Regional Hospital, Inc","90 Hospital Drive Po Box 1116, Brevard, NC, 28712"
3089,Alleghany County Memorial Hospital,"617 Doctors Street, Sparta, NC, 28675"
3090,St Lukes Hospital,"101 Hospital Drive, Columbus, NC, 28722"
3091,Charles A Cannon Jr Memorial Hospital,"434 Hospital Drive, Linville, NC, 28646"
3092,"The Outer Banks Hospital, Inc","4800 South Croatan Highway, Nags Head, NC, 27959"
3093,Ashe Memorial Hospital,"200 Hospital Ave, Jefferson, NC, 28640"
3094,Angel Medical Center,"120 Riverview St Po Box 1209, Franklin, NC, 28734"
3095,J Arthur Dosher Memorial Hospital,"924 Howe St, Southport, NC, 28461"
3096,Murphy Medical Center Inc,"3990 East Us Highway 64 Alt, Murphy, NC, 28906"
3097,"Blue Ridge Regional Hospital, Inc","125 Hospital Dr, Spruce Pine, NC, 28777"
3098,Chi St Alexius Health Bismarck,"900 E Broadway, Bismarck, ND, 58501"
3099,Trinity Hospitals,"407 3rd St Se, Minot, ND, 58701"
3100,Sanford Medical Center Fargo,"801 Broadway North, Fargo, ND, 58122"
3101,Sanford Medical Center Bismarck,"300 N 7th St, Bismarck, ND, 58506"
3102,Altru Hospital,"1200 S Columbia Rd, Grand Forks, ND, 58201"
3103,P H S Indian Hosp At Belcourt-quentin N Burdick,"Po Box 160, Belcourt, ND, 58316"
3104,Standing Rock Indian Health Service Hospital,"10 North River Road, Fort Yates, ND, 58538"
3105,Essentia Health-fargo,"3000 32nd Ave South, Fargo, ND, 58104"
3106,Tioga Medical Center,"810 N Welo St, Tioga, ND, 58852"
3107,Mountrail County Medical Center,"615 6th St Se, Stanley, ND, 58784"
3108,Mckenzie County Healthcare Systems,"516 North Main St, Watford City, ND, 58854"
3109,Garrison Memorial Hospital,"407 3rd Ave Se, Garrison, ND, 58540"
3110,Chi St Alexius Health Turtle Lake,"220 5th Ave W, Turtle Lake, ND, 58575"
3111,Kenmare Community Hospital,"Po Box 697, Kenmare, ND, 58746"
3112,Cooperstown Medical Center,"1200 Roberts Ave Ne, Cooperstown, ND, 58425"
3113,St Andrews Health Center - Cah,"316 Ohmer Street, Bottineau, ND, 58318"
3114,Nelson County Health System,"200 N Main St, Mcville, ND, 58254"
3115,Sanford Mayville,"42 6th Avenue Se, Mayville, ND, 58257"
3116,Sakakawea Medical Center - Cah,"510 8th Avenue Ne, Hazen, ND, 58545"
3117,Lisbon Area Health Services,"905 Main St, Lisbon, ND, 58054"
3118,Northwood Deaconess Health Center,"Po Box 190, Northwood, ND, 58267"
3119,Southwest Healthcare Services,"802 2nd St Nw, Bowman, ND, 58623"
3120,Jacobson Memorial Hospital Care Center,"601 East St N, Elgin, ND, 58533"
3121,Oakes Community Hospital,"1200 N 7th St, Oakes, ND, 58474"
3122,Presentation Medical Center,"213 Second Ave Ne, Rolla, ND, 58367"
3123,Carrington Health Center,"Po Box 461, Carrington, ND, 58421"
3124,Pembina County Memorial Hospital,"Box 380, Cavalier, ND, 58220"
3125,Unity Medical Center,"164 W 13th Street, Grafton, ND, 58237"
3126,Wishek Community Hospital,"1007 4th Ave S, Wishek, ND, 58495"
3127,Ashley Medical Center,"612 Center Avenue N, Ashley, ND, 58413"
3128,Cavalier County Memorial Hospital Association,"909 2nd St, Langdon, ND, 58249"
3129,Mercy Hospital Of Valley City,"570 Chautauqua Blvd, Valley City, ND, 58072"
3130,St Luke's Hospital,"702 1st St Sw, Crosby, ND, 58730"
3131,First Care Health Center,"115 Vivian St, Park River, ND, 58270"
3132,St Aloisius Medical Center,"325 E Brewster St, Harvey, ND, 58341"
3133,Linton Hospital - Cah,"518 North Broadway, Linton, ND, 58552"
3134,Sanford Hillsboro,"12 Third Street Se, Hillsboro, ND, 58045"
3135,West River Regional Medical Center-cah,"1000 Highway 12, Hettinger, ND, 58639"
3136,Towner County Medical Center,"Hwy 281 N, Cando, ND, 58324"
3137,Heart Of America Medical Center,"800 S Main Ave, Rugby, ND, 58368"
3138,Chi St Alexius Health Devils Lake,"1031 7th St Ne, Devils Lake, ND, 58301"
3139,Chi St Alexius Health Williston,"1301 15th Ave W, Williston, ND, 58801"
3140,Jamestown Regional Medical Center,"2422 20th St Sw, Jamestown, ND, 58401"
3141,Chi St Alexius Health Dickinson,"2500 Fairway Street, Dickinson, ND, 58601"
3142,Mercy Hospital Anderson,"7500 State Road, Cincinnati, OH, 45255"
3143,University Hospitals Samaritan Medical Center,"1025 Center St, Ashland, OH, 44805"
3144,"University Of Cincinnati Medical Center, Llc","234 Goodman Street, Cincinnati, OH, 45219"
3145,Riverside Methodist Hospital,"3535 Olentangy River Rd, Columbus, OH, 43214"
3146,Southern Ohio Medical Center,"1805 27th Street, Portsmouth, OH, 45662"
3147,Lima Memorial Health System,"1001 Bellefontaine Avenue, Lima, OH, 45804"
3148,Union Hospital,"659 Boulevard, Dover, OH, 44622"
3149,Marion General Hospital,"1000 Mckinley Park Drive, Marion, OH, 43302"
3150,Mount Carmel St Ann's,"500 South Cleveland Avenue, Westerville, OH, 43081"
3151,Wilson Memorial Hospital,"915 West Michigan Street, Sidney, OH, 45365"
3152,Ohiohealth O'bleness Hospital,"55 Hospital Drive, Athens, OH, 45701"
3153,"Jewish Hospital, Llc","4777 East Galbraith Road, Cincinnati, OH, 45236"
3154,Grant Medical Center,"111 South Grant Avenue, Columbus, OH, 43215"
3155,Summa Health System,"525 East Market Street, Akron, OH, 44309"
3156,Firelands Regional Medical Center,"1111 Hayes Avenue, Sandusky, OH, 44870"
3157,Greene Memorial Hospital,"1141 North Monroe Drive, Xenia, OH, 45385"
3158,Akron General Medical Center,"400 Wabash Avenue, Akron, OH, 44307"
3159,Wood County Hospital,"950 West Wooster Street, Bowling Green, OH, 43402"
3160,Grand Lake Health System,"200 Saint Clair Street, Saint Marys, OH, 45885"
3161,Mount Carmel West,"793 West State Street, Columbus, OH, 43222"
3162,Wooster Community Hospital,"1761 Beall Avenue, Wooster, OH, 44691"
3163,St Vincent Charity Medical Center,"2351 East 22nd Street, Cleveland, OH, 44115"
3164,Genesis Hospital,"2951 Maple Avenue, Zanesville, OH, 43701"
3165,Knox Community Hospital,"1330 Coshocton Road, Mount Vernon, OH, 43050"
3166,Parma Community General Hospital,"7007 Powers Boulevard, Parma, OH, 44129"
3167,Wayne Hospital,"835 Sweitzer Street, Greenville, OH, 45331"
3168,Mccullough-hyde Memorial Hospital,"110 North Poplar Street, Oxford, OH, 45056"
3169,University Of Toledo Medical Center,"3000 Arlington Avenue, Toledo, OH, 43699"
3170,Miami Valley Hospital,"One Wyoming Street, Dayton, OH, 45409"
3171,Good Samaritan Hospital,"2222 Philadelphia Drive, Dayton, OH, 45406"
3172,Holzer Medical Center,"100 Jackson Pike, Gallipolis, OH, 45631"
3173,Trumbull Memorial Hospital,"1350 East Market Street, Warren, OH, 44482"
3174,Mercy Hospital Fairfield,"3000 Mack Road, Fairfield, OH, 45014"
3175,Mercer County Joint Township Community Hospital,"800 West Main Street, Coldwater, OH, 45828"
3176,Metrohealth System,"2500 Metrohealth Drive, Cleveland, OH, 44109"
3177,St Elizabeth Youngstown Hospital,"1044 Belmont Avenue, Youngstown, OH, 44501"
3178,Fisher-titus Hospital,"272 Benedict Avenue, Norwalk, OH, 44857"
3179,St Rita's Medical Center,"730 West Market Street, Lima, OH, 45801"
3180,Toledo Hospital The,"2142 North Cove Boulevard, Toledo, OH, 43606"
3181,Mercy Medical Center,"1320 Mercy Drive Nw, Canton, OH, 44708"
3182,Van Wert County Hospital,"1250 S Washington Street, Van Wert, OH, 45891"
3183,Fairfield Medical Center,"401 North Ewing Street, Lancaster, OH, 43130"
3184,Flower Hospital,"5200 Harroun Road, Sylvania, OH, 43560"
3185,Uhhs Richmond Heights Hospital,"27100 Chardon Road, Richmond Heights, OH, 44143"
3186,Atrium Medical Center,"One Medical Center Drive, Franklin, OH, 45005"
3187,Fairview Hospital,"18101 Lorain Avenue, Cleveland, OH, 44111"
3188,University Hospitals Portage Medical Center,"6847 N Chestnut, Ravenna, OH, 44266"
3189,Kettering Medical Center,"3535 Southern Boulevard, Kettering, OH, 45429"
3190,East Ohio Regional Hospital,"90 North Fourth Street, Martins Ferry, OH, 43935"
3191,Mercy St Charles Hospital,"2600 Navarre Avenue, Oregon, OH, 43616"
3192,Euclid Hospital,"18901 Lake Shore Boulevard, Euclid, OH, 44119"
3193,Aultman Hospital,"2600 Sixth Street Sw, Canton, OH, 44710"
3194,Ohio State University Hospitals,"410 West 10th Avenue, Columbus, OH, 43210"
3195,Springfield Regional Medical Center,"100 Medical Center Drive, Springfield, OH, 45504"
3196,Lutheran Hospital,"1730 West 25th Street, Cleveland, OH, 44113"
3197,Mercy Tiffin Hospital,"45 St Lawrence Drive, Tiffin, OH, 44883"
3198,St Luke's Hospital,"5901 Monclova Road, Maumee, OH, 43537"
3199,Medina Hospital,"1000 East Washington Street, Medina, OH, 44256"
3200,Memorial Hospital,"500 London Avenue, Marysville, OH, 43040"
3201,Blanchard Valley Hospital,"1900 South Main Street, Findlay, OH, 45840"
3202,East Liverpool City Hospital,"425 West 5th Street, East Liverpool, OH, 43920"
3203,Lake Health,"7590 Auburn Road, Concord, OH, 44077"
3204,Bellevue Hospital,"1400 West Main Street, Bellevue, OH, 44811"
3205,Coshocton Regional Medical Center,"1460 Orange Street, Coshocton, OH, 43812"
3206,Mercy St Vincent Medical Center,"2213 Cherry Street, Toledo, OH, 43608"
3207,Ohiohealth Mansfield Hospital,"335 Glessner Avenue, Mansfield, OH, 44903"
3208,Community Hospitals And Wellness Centers,"433 West High Street, Bryan, OH, 43506"
3209,St John Medical Center,"29000 Center Ridge Road, Westlake, OH, 44145"
3210,Ashtabula County Medical Center,"2420 Lake Avenue, Ashtabula, OH, 44004"
3211,Alliance Community Hospital,"200 East State Street, Alliance, OH, 44601"
3212,Fort Hamilton Hughes Memorial Hospital,"630 Eaton Avenue, Hamilton, OH, 45013"
3213,Grandview Hospital & Medical Center,"405 Grand Avenue, Dayton, OH, 45405"
3214,Good Samaritan Hospital,"375 Dixmyth Avenue, Cincinnati, OH, 45220"
3215,Uh Cleveland Medical Center,"11100 Euclid Avenue, Cleveland, OH, 44106"
3216,Northside Medical Center,"500 Gypsy Lane, Youngstown, OH, 44501"
3217,Marymount Hospital,"12300 Mccracken Road, Garfield Heights, OH, 44125"
3218,South Pointe Hospital,"20000 Harvard Road, Warrensville Heights, OH, 44122"
3219,University Hospitals - Elyria Medical Center,"630 East River Street, Elyria, OH, 44035"
3220,Marietta Memorial Hospital,"401 Matthew Street, Marietta, OH, 45750"
